"address","city","country_code","domain","fid","kgmid","latitude","longitude","neighborhood","phone","phone_unformatted","place_id","popular_times_weekly/0/close","popular_times_weekly/0/day","popular_times_weekly/0/open","popular_times_weekly/1/close","popular_times_weekly/1/day","popular_times_weekly/1/open","popular_times_weekly/2/close","popular_times_weekly/2/day","popular_times_weekly/2/open","popular_times_weekly/3/close","popular_times_weekly/3/day","popular_times_weekly/3/open","popular_times_weekly/4/close","popular_times_weekly/4/day","popular_times_weekly/4/open","popular_times_weekly/5/close","popular_times_weekly/5/day","popular_times_weekly/5/open","popular_times_weekly/6/close","popular_times_weekly/6/day","popular_times_weekly/6/open","popular_times_weekly/7/close","popular_times_weekly/7/day","popular_times_weekly/7/open","postal_code","reviews_count","state","street","title","total_score","website"
"Özlem YILDIRIM VIP, Bağlarbaşı mah tolga sokak Aşıklar sokak, 34742 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6a8d97db87b:0xb2570e2d70fb08ae","/g/11f5hm1lhz",,,"Bağlarbaşı mah tolga sokak Aşıklar sokak","+905389127117","0538 912 71 17","ChIJe7h92ajGyhQRrgj7cC0OV7I",,,,,,,,,,,,,,,,,,,,,,,,,"34742","123","İstanbul","Bağlarbaşı mah tolga sokak Aşıklar sokak","Özlem YILDIRIM VIP",,
"Maltepe Leyla Güzellik, Bağlarbaşı, Bağdat Cad. No:449 D:36, 34844 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac7dd74467987:0x75c80599e80ac798","/g/11z1k3c_7m","40.9228064","29.134886","Bağdat Cad. No:449 D:36","+905448472342","0544 847 23 42","ChIJh3lGdN3HyhQRmMcK6JkFyHU","24 hours","Saturday","24 hours","24 hours","Saturday","24 hours",,,,,,,,,,,,,,,,,,,"34844",,"İstanbul","Bağdat Cad. No:449 D:36","Maltepe Leyla Güzellik",,
"Elif Ercanoğlu Beauty Studio, Bağlarbaşı, Bağdat Cad. Yenice İş Merkezi No 427 A Blok Daire:24, 34840 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cab9600bd36013:0x9065493e3b5018c4","/g/11t5lxnyjx","40.9242269","29.132606","Bağdat Cad. Yenice İş Merkezi No 427 A Blok Daire:24","+905301378212","0530 137 82 12","ChIJE2DTC2C5yhQRxBhQOz5JZZA","9pm","Saturday","9am","9pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34840",,"İstanbul","Bağdat Cad. Yenice İş Merkezi No 427 A Blok Daire:24","Elif Ercanoğlu Beauty Studio",,
"DermAsia, Altayçeşme, Oba Çk. No:7, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac69622e13e19:0x695a162bffb5de87","/g/11c4nsj2yf","40.936954","29.123203","Oba Çk. No:7","+902163710555","(0216) 371 05 55","ChIJGT7hIpbGyhQRh961_ysWWmk","7pm","Saturday","9am","7pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34843",,"İstanbul","Oba Çk. No:7","DermAsia",,
"ESTEBİRR GÜZELLİK MERKEZİ, İnönü, Rüzgar Sk. No:7 Kat 2 Daire 8, 34755 Ataşehir/İstanbul, Türkiye","Ataşehir","TR",,"0x14cac7aedf0af571:0xa59745e20ac7102","/g/11g24wyd95","40.9783598","29.1271816","Rüzgar Sk. No:7 Kat 2 Daire 8","+905071067271","0507 106 72 71","ChIJcfUK367HyhQRAnGsIF50WQo","7:30pm","Saturday","9:30am","7:30pm","Friday","9:30am","7:30pm","Thursday","9:30am","7:30pm","Wednesday","9:30am","8:30pm","Tuesday","9:30am","7:30pm","Monday","9:30am",,"Sunday",,"7:30pm","Saturday","9:30am","34755","116","İstanbul","Rüzgar Sk. No:7 Kat 2 Daire 8","ESTEBİRR GÜZELLİK MERKEZİ","4.9",
"Serpil Cömert Güzellik Merkezi, İçerenköy, Karslı Ahmet Cd. No:67/69, 34000 Ataşehir/İstanbul, Türkiye","Ataşehir","TR",,"0x14cac7f68d3fdf77:0xd7467a82b129d2b5","/g/11k3dcbty4","40.976586","29.1143375","Karslı Ahmet Cd. No:67/69",,,"ChIJd98_jfbHyhQRtdIpsYJ6Rtc","7pm","Saturday","9am","7pm","Friday","9am","7pm","Thursday","9am","7pm","Wednesday","9am","7pm","Tuesday","9am","7pm","Monday","9am",,"Sunday",,"7pm","Saturday","9am","34000","87","İstanbul","Karslı Ahmet Cd. No:67/69","Serpil Cömert Güzellik Merkezi","5",
"Guler Guzellik Salonu, Kozyatağı, İnönü Cd. No:44/A, 34736 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7b444a5bbaf:0xd53231b38b12535c","/g/1ptyxmp30","40.979357","29.0879453","İnönü Cd. No:44/A","+902163574797","(0216) 357 47 97","ChIJr7ulRLTHyhQRXFMSi7MxMtU","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am","8pm","Tuesday","9am","8pm","Monday","9am","7pm","Sunday","9am","8pm","Saturday","9am","34736","61","İstanbul","İnönü Cd. No:44/A","Guler Guzellik Salonu","4.8",
"Madam Giz Protez Tırnak, Merkez Mah, Küçükyalı, Ahmet Kutsi Tecer Sk. No:17, 34840 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac7f13d907785:0x7724155ce7520ecb","/g/11ry4v8b3c","40.9466923","29.1098625","Merkez Mah, Ahmet Kutsi Tecer Sk. No:17","+905325455161","0532 545 51 61","ChIJhXeQPfHHyhQRyw5S51wVJHc",,"Saturday","Eid al-Adha hours","8pm","Friday","11am","8pm","Thursday","11am","8pm","Wednesday","11am","8pm","Tuesday","11am","8pm","Monday","11am",,"Sunday",,,"Saturday","Eid al-Adha hours","34840","64","İstanbul","Merkez Mah, Ahmet Kutsi Tecer Sk. No:17","Madam Giz Protez Tırnak","4.9",
"İmza Güzellik Merkezi, Bağlarbaşı, Atatürk Cd. Erman Apt. 32/1, 34844 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac7696a79d865:0x9a3e4d5c87a424f2","/g/11nhzx5r42","40.9236741","29.1306664","Atatürk Cd. Erman Apt. 32/1","+905388743800","0538 874 38 00","ChIJZdh5amnHyhQR8iSkh1xNPpo","7:30pm","Saturday","10am","7:30pm","Friday","10am","7:30pm","Thursday","10am","7:30pm","Wednesday","10am","7:30pm","Tuesday","10am","7:30pm","Monday","10am","7:30pm","Sunday","10am","7:30pm","Saturday","10am","34844",,"İstanbul","Atatürk Cd. Erman Apt. 32/1","İmza Güzellik Merkezi",,
"Meliha Aytekin Kuaför ve Güzellik Salonu, Kozyatağı, Değirmen Sk. Şaşmaz C1 Blok No:9/E, 34742 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac71170cc65ad:0x55b0bf31f3462bb0","/g/11vlbt897_","40.9744533","29.098247","Değirmen Sk. Şaşmaz C1 Blok No:9/E","+902163848916","(0216) 384 89 16","ChIJrWXMcBHHyhQRsCtG8zG_sFU","7:30pm","Saturday","9am","7:30pm","Friday","9am","7:30pm","Thursday","9am","7:30pm","Wednesday","9am","7:30pm","Tuesday","9am","7:30pm","Monday","9am",,"Sunday",,"7:30pm","Saturday","9am","34742","92","İstanbul","Değirmen Sk. Şaşmaz C1 Blok No:9/E","Meliha Aytekin Kuaför ve Güzellik Salonu","4.9",
"Ayvaz Kurubal | Kuaför | Güzellik Salonları | Sahil Şubesi, Yalı Mah, Sahil, Mareşal Fevzi Çakmak Cd. No:20 D:11, 34844 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac747938f5b19:0x8135bf8ffb780f94","/g/11trls91qx","40.9191844","29.1320222","Yalı Mah, Mareşal Fevzi Çakmak Cd. No:20 D:11","+905322940466","0532 294 04 66","ChIJGVuPk0fHyhQRlA94-4-_NYE","8:30pm","Saturday","8am","8:30pm","Friday","8am","8:30pm","Thursday","8am","8:30pm","Wednesday","8am",,"Tuesday",,"8:30pm","Monday","8am","8:30pm","Sunday","8am","8:30pm","Saturday","8am","34844","2","İstanbul","Yalı Mah, Mareşal Fevzi Çakmak Cd. No:20 D:11","Ayvaz Kurubal | Kuaför | Güzellik Salonları | Sahil Şubesi","5",
"Bi Dünya Güzellik, Bağlarbaşı mah. Eğri sokak, Yıldız apt. no:3 d:2 kat:1, 34844 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac779b3b88dfd:0x83319e2d014887da","/g/11j4n3x7yz","40.9224561","29.1300355","Bağlarbaşı mah. Eğri sokak, Yıldız apt. no:3 d:2 kat:1","+905525599707","0552 559 97 07","ChIJ_Y24s3nHyhQR2odIAS2eMYM","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am",,"Sunday",,"7pm","Saturday","10am","34844","14","İstanbul","Bağlarbaşı mah. Eğri sokak, Yıldız apt. no:3 d:2 kat:1","Bi Dünya Güzellik","4.4",
"Seray Güzellik Salonu, Küçükyalı, Gümüşçü Sokağı, 34840 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6ee6b6dee4d:0xbb8983f0cb5da50","/g/11dftlyh9b",,,"Gümüşçü Sokağı","+905305472824","0530 547 28 24","ChIJTe5ta-7GyhQRUNq1DD-YuAs","6pm","Saturday","10am","6pm","Friday","10am",,"Thursday",,"6pm","Wednesday","10am","6pm","Tuesday","10am","6pm","Monday","10am",,"Sunday",,"6pm","Saturday","10am","34840","6","İstanbul","Gümüşçü Sokağı","Seray Güzellik Salonu",,
"Pırlanta Güzellik Merkezi, Bağlarçeşme Mah. 1103 sok. No:15 Kat:3 Panaroma İş Merkezi, Esenyurt/İstanbul, Türkiye","Esenyurt","TR",,"0x14cac69375540001:0x32d04c0da2c41026","/g/11jsgf71zs",,,"Bağlarçeşme Mah. 1103 sok. No:15 Kat:3 Panaroma İş Merkezi","+902124382425","(0212) 438 24 25","ChIJAQBUdZPGyhQRJhDEog1M0DI","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am",,"Sunday",,"7pm","Saturday","10am",,"30","İstanbul","Bağlarçeşme Mah. 1103 sok. No:15 Kat:3 Panaroma İş Merkezi","Pırlanta Güzellik Merkezi",,
"Salon MAM Kuaför & Güzellik Salonu, Feyzullah, Krizantem Sk. No:9/B, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac72b2dc6341f:0x3b81c7f33cadf066","/g/11vq15mhn0",,,"Krizantem Sk. No:9/B","+905547706353","0554 770 63 53","ChIJHzTGLSvHyhQRZvCtPPPHgTs","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am",,"Tuesday",,"8pm","Monday","9am","8pm","Sunday","9am","8pm","Saturday","9am","34843",,"İstanbul","Krizantem Sk. No:9/B","Salon MAM Kuaför & Güzellik Salonu",,
"Serhan Oguz Beauty Center, A Yukarı, Kızılay Blv. No:44, 34860 Kartal/İstanbul, Türkiye","Kartal","TR",,"0x14cac38323f5b8bf:0xac9cd8a949405af","/g/11cmqz2chq",,,"Kızılay Blv. No:44","+902165172970","(0216) 517 29 70","ChIJv7j1I4PDyhQRrwWUlIrNyQo","8pm","Saturday","8am","8pm","Friday","8am","8pm","Thursday","8am","8pm","Wednesday","8am",,"Tuesday",,"8pm","Monday","8am","6pm","Sunday","8am","8pm","Saturday","8am","34860","260","İstanbul","Kızılay Blv. No:44","Serhan Oguz Beauty Center",,
"Çağla oran Kuaför & Güzellik salonu, Bağlarbaşı, Bağdat Cad. No:4, 34000 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cb1788fc26ca13:0xb0c3d5b1964ef49a","/g/11srpw976h",,,"Bağdat Cad. No:4","+905417921741","0541 792 17 41","ChIJE8om_IgXyxQRmvROlrHVw7A","7pm","Saturday","9am","7pm","Friday","9am","7pm","Thursday","9am","7pm","Wednesday","9am",,"Tuesday",,"5pm","Monday","9am","7pm","Sunday","9am","7pm","Saturday","9am","34000","2","İstanbul","Bağdat Cad. No:4","Çağla oran Kuaför & Güzellik salonu",,
"Büyükada adem erkek kuaförü Men's Hairdresser, Maden, Özdemir Sk. 5 a, 34970 Adalar/İstanbul, Türkiye","Adalar","TR",,"0x14cac1007b9b1745:0xbb580a9508eb1f0a","/g/11zh_qgz3v","40.8740637","29.131017","Özdemir Sk. 5 a","+905533882823","0553 388 28 23","ChIJRRebewDByhQRCh_rCJUKWLs","11:30pm","Saturday","9am","11:30pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34970",,"İstanbul","Özdemir Sk. 5 a","Büyükada adem erkek kuaförü Men's Hairdresser",,
"KUAFÖR SAVAŞ, Maden, Oltacı Sk No:5/B, 34970 Adalar/İstanbul, Türkiye","Adalar","TR",,"0x14cac184974b6391:0xb0c8ec99bf3ed040","/g/11c0xrjvvk","40.8734848","29.1295097","Oltacı Sk No:5/B","+905364115851","0536 411 58 51","ChIJkWNLl4TByhQRQNA-v5nsyLA","8pm","Saturday","9am","8pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34970",,"İstanbul","Oltacı Sk No:5/B","KUAFÖR SAVAŞ",,
"GRATİS BÜYÜKCD, Maden, Şht. Recep Koç Cd. No:38/A, 34970 Büyükada/İstanbul, Türkiye","Büyükada","TR",,"0x14cac1839d9505c7:0x1b071531fccbd737","/g/11cs6f9gxx","40.8744861","29.1304622","Şht. Recep Koç Cd. No:38/A","+908502106900","0850 210 6900","ChIJxwWVnYPByhQRN9fL_DEVBxs","9:30pm","Saturday","9am","9:30pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34970",,"İstanbul","Şht. Recep Koç Cd. No:38/A","GRATİS BÜYÜKCD",,
"STAR BARBER'S SHOP, Maden, Özdemir Sk. 9B, 34970 Adalar/İstanbul, Türkiye","Adalar","TR",,"0x14cac13968b6a0c9:0xdf8f82c723142dee","/g/11tjm03mhy","40.8740148","29.1306941","Özdemir Sk. 9B","+905324610280","0532 461 02 80","ChIJyaC2aDnByhQR7i0UI8eCj98","9pm","Saturday","9am","9pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34970",,"İstanbul","Özdemir Sk. 9B","STAR BARBER'S SHOP",,
"Gilya Beauty Maltepe, MCA CADDE AVM İç Kapı, Feyzullah, Bağdat Cad. No:286-290/1 No: 41, 34854 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac7fb0edb355b:0xbe1215ec74b4ec21","/g/11t1h9gz_n","40.9314702","29.1271277","MCA CADDE AVM İç Kapı, Bağdat Cad. No:286-290/1 No: 41","+902165045464","(0216) 504 54 64","ChIJWzXbDvvHyhQRIey0dOwVEr4","10pm","Saturday","10am","10pm","Saturday","10am",,,,,,,,,,,,,,,,,,,"34854",,"İstanbul","MCA CADDE AVM İç Kapı, Bağdat Cad. No:286-290/1 No: 41","Gilya Beauty Maltepe",,
"Daimi Güzellik, Altayçeşme Mh.Çağlayan Sk.No :1, kat 1, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac78085334fcb:0xf3f00b2004ce7007","/g/11sgz1m0kb","40.9254388","29.1312643","Altayçeşme Mh.Çağlayan Sk.No :1, kat 1","+905441521050","0544 152 10 50","ChIJy08zhYDHyhQRB3DOBCAL8PM","7:30pm","Saturday","10am","7:30pm","Friday","10am","7:30pm","Thursday","10am","7:30pm","Wednesday","10am","7:30pm","Tuesday","10am","7:30pm","Monday","10am",,"Sunday",,"7:30pm","Saturday","10am","34843","91","İstanbul","Altayçeşme Mh.Çağlayan Sk.No :1, kat 1","Daimi Güzellik","4.9",
"Belavil Guzellik Merkezi, Bağlarbaşı, İnönü Cd. No:14\32, 34844 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac72a64bc09c1:0x6786049a73705b7e","/g/11gns6dkl4","40.9225823","29.1352025","İnönü Cd. No:14\32","+902163716085","(0216) 371 60 85","ChIJwQm8ZCrHyhQRfltwc5oEhmc","7:30pm","Saturday","10am","7:30pm","Friday","10am","7:30pm","Thursday","10am","7:30pm","Wednesday","10am","7:30pm","Tuesday","10am","7:30pm","Monday","10am",,"Sunday",,"7:30pm","Saturday","10am","34844","25","İstanbul","İnönü Cd. No:14\32","Belavil Guzellik Merkezi","3.4",
"Kuafor Atilla, Yalı, Dr. Sadık Ahmet Blv. Yağmur Apt No:9 D:8/B, 34844 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6a50dac89c3:0xbabb8a5b75d576f7","/g/1hc3zph7p","40.9168573","29.1340067","Dr. Sadık Ahmet Blv. Yağmur Apt No:9 D:8/B","+902163520915","(0216) 352 09 15","ChIJw4msDaXGyhQR93bVdVuKu7o","8pm","Saturday","8am","8pm","Friday","8am","8pm","Thursday","8am","8pm","Wednesday","8am",,"Tuesday",,"8pm","Monday","8am","8pm","Sunday","9am","8pm","Saturday","8am","34844","158","İstanbul","Dr. Sadık Ahmet Blv. Yağmur Apt No:9 D:8/B","Kuafor Atilla","4.4",
"YUVA ESTETİK, Bağlarbaşı, Bağdat Cad. No:447 D:13, 34844 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac78d0090f821:0xf1e80473aca92b71","/g/11frb26n_x","40.9231017","29.1342267","Bağdat Cad. No:447 D:13","+905331462171","0533 146 21 71","ChIJIfiQAI3HyhQRcSuprHME6PE","9pm","Saturday","10am","9pm","Friday","9am","9pm","Thursday","9am","9pm","Wednesday","9am","9pm","Tuesday","9am","9pm","Monday","9am","9pm","Sunday","10am","9pm","Saturday","10am","34844","21","İstanbul","Bağdat Cad. No:447 D:13","YUVA ESTETİK","4.5",
"Güzellik Salonu, Yalı, 34844 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6ac1fd00b43:0xbb22631a3aba4e91","/g/11ddwt9f5h","40.9196482","29.1319326",,,,"ChIJQwvQH6zGyhQRkU66OhpjIrs",,,,,,,,,,,,,,,,,,,,,,,,,,"1","İstanbul",,"Güzellik Salonu","5",
"Goya güzellik, Altayçeşme, Bağdat Cad. No:373, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6a4ed798e11:0x46d92178e2eff999","/g/11ggr7r44x","40.9283148","29.1294707","Bağdat Cad. No:373","+902163709913","(0216) 370 99 13","ChIJEY557aTGyhQRmfnv4ngh2UY","8pm","Saturday","8:30am","8pm","Friday","8:30am","8pm","Thursday","8:30am","8pm","Wednesday","8:30am","8pm","Tuesday","8:30am","8pm","Monday","8:30am",,"Sunday",,"8pm","Saturday","8:30am","34843","72","İstanbul","Bağdat Cad. No:373","Goya güzellik","4.2",
"Venüs Güzellik Merkezi, Altayçeşme, Bolayır Sk. Buket apartmanı no:2 daire:2, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6a592a67343:0x462e0d7446956d44","/g/11c76lh7wt","40.9257911","29.130363","Bolayır Sk. Buket apartmanı no:2 daire:2","+902163706046","(0216) 370 60 46","ChIJQ3OmkqXGyhQRRG2VRnQNLkY","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am",,"Monday",,"7pm","Sunday","10am","7pm","Saturday","10am","34843","9","İstanbul","Bolayır Sk. Buket apartmanı no:2 daire:2","Venüs Güzellik Merkezi","5",
"Yare Güzellik Salonu, Yalı, Hürriyet Sk. 12/A, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6a95b2cdcd3:0x62288e73a3e1eb9b","/g/11g6bvg5sc","40.9196336","29.1341888","Hürriyet Sk. 12/A","+905412038048","0541 203 80 48","ChIJ09wsW6nGyhQRm-vho3OOKGI","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am","8pm","Tuesday","9am","8pm","Monday","9am","8pm","Sunday","9am","8pm","Saturday","9am","34843","2","İstanbul","Hürriyet Sk. 12/A","Yare Güzellik Salonu","3",
"La Femme | Kuaför ve Güzellik Salonu, Yalı, Mareşal Fevzi Çakmak Cd. Ata Apt no 26/A, 34873 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac7b3b479282f:0x961ee28cd74455d5","/g/11kpsvpmyt","40.9187391","29.132828","Mareşal Fevzi Çakmak Cd. Ata Apt no 26/A","+905320693864","0532 069 38 64","ChIJLyh5tLPHyhQR1VVE14ziHpY","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am","8pm","Tuesday","9am",,"Monday",,"7pm","Sunday","9am","8pm","Saturday","9am","34873","8","İstanbul","Mareşal Fevzi Çakmak Cd. Ata Apt no 26/A","La Femme | Kuaför ve Güzellik Salonu","4.1",
"Canan Öz Güzellik Salonu, Altayçeşme, Bağdat Cad. No:409/4, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac79ebadbe829:0xa1d7c681792cf67e","/g/11jtmszj_w","40.9251699","29.130744","Bağdat Cad. No:409/4","+905418702580","0541 870 25 80","ChIJKejbup7HyhQRfvYseYHG16E","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am","8pm","Tuesday","9am","8pm","Monday","9am","8pm","Sunday","9am","8pm","Saturday","9am","34843","3","İstanbul","Bağdat Cad. No:409/4","Canan Öz Güzellik Salonu","5",
"Begüm Güney Güzellik Salonu, Bağlarbaşı, Beşevler Sk. No:6 D:3, 34854 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac7eff56fb419:0xe64b1df1b175b9d","/g/11fkr1cf5k","40.9251768","29.1321755","Beşevler Sk. No:6 D:3","+905442144752","0544 214 47 52","ChIJGbRv9e_HyhQRnVsXG9-xZA4","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am",,"Sunday",,"8pm","Saturday","10am","34854","2","İstanbul","Beşevler Sk. No:6 D:3","Begüm Güney Güzellik Salonu","5",
"Gülten & Yeşim Güzellik Merkezi, Altayçeşme, Bağdat Cad. Plaj Apartmanı No:393 No:393 Daire: 2, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac76bba834a33:0x2b9a79568b15f7b5","/g/11mb0q041l","40.9262492","29.129982","Bağdat Cad. Plaj Apartmanı No:393 No:393 Daire: 2","+905323108671","0532 310 86 71","ChIJM0qDumvHyhQRtfcVi1Z5mis",,"Saturday","Eid al-Adha might affect these hours","7:30pm","Friday","9am","7:30pm","Thursday","9am","7:30pm","Wednesday","9am","7:30pm","Tuesday","9am","7:30pm","Monday","9am",,"Sunday",,,"Saturday","Eid al-Adha might affect these hours","34843","8","İstanbul","Bağdat Cad. Plaj Apartmanı No:393 No:393 Daire: 2","Gülten & Yeşim Güzellik Merkezi","5",
"C&G HAİR ART, Kınalı ada, Kınalıada, Akasya Cd. NO/30B, 34977 Adalar/İstanbul, Türkiye","Adalar","TR",,"0x14cac1e70a9886bd:0xad0bac5166ccacce","/g/11rwpkm4y7","40.9107996","29.0543298","Kınalı ada, Akasya Cd. NO/30B","+902163817047","(0216) 381 70 47","ChIJvYaYCufByhQRzqzMZlGsC60","7:30pm","Saturday","8:30am","7:30pm","Friday","8:30am","7:30pm","Thursday","8:30am","7:30pm","Wednesday","8:30am","7:30pm","Tuesday","8:30am","7:30pm","Monday","8:30am",,"Sunday",,"7:30pm","Saturday","8:30am","34977",,"İstanbul","Kınalı ada, Akasya Cd. NO/30B","C&G HAİR ART",,
"Begüm Güney Güzellik Salonu, Bağlarbaşı, İnönü Cd. 14b D:14b, 34844 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac72e15e03123:0xa3ee1f02cdbd532f","/g/11fkr17tn8","40.9226433","29.1351595","İnönü Cd. 14b D:14b","+905442144752","0544 214 47 52","ChIJIzHgFS7HyhQRL1O9zQIf7qM","8pm","Saturday","8:30am","8pm","Friday","8:30am","8pm","Thursday","8:30am","8pm","Wednesday","8:30am","8pm","Tuesday","8:30am","8pm","Monday","8:30am","8pm","Sunday","8:30am","8pm","Saturday","8:30am","34844","1","İstanbul","İnönü Cd. 14b D:14b","Begüm Güney Güzellik Salonu","1",
"Asude Güzellik Salonu, Feyzullah, Kaptan Sk. No:6, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6a51707ebd7:0x4c4ed5d1ab3910b5","/g/11f7fv3bjs","40.9267331","29.1290738","Kaptan Sk. No:6",,,"ChIJ1-sHF6XGyhQRtRA5q9HVTkw",,,,,,,,,,,,,,,,,,,,,,,,,"34843","1","İstanbul","Kaptan Sk. No:6","Asude Güzellik Salonu","5",
"D&M Güzellik, Altayçeşme, Farabi Sk. No:4/1, 34843 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6a4ff95520f:0x5e1cb92c5b7bbb41","/g/11jylqs21w","40.927173","29.130253","Farabi Sk. No:4/1","+905324887897","0532 488 78 97","ChIJD1KV_6TGyhQRQbt7Wyy5HF4",,,,,,,,,,,,,,,,,,,,,,,,,"34843","1","İstanbul","Farabi Sk. No:4/1","D&M Güzellik","5",
"Güney Bayan Kuaförü ve Güzellik Salonu (Küçükyalı), Çınar, Mustafa Kemâl Atatürk Cd No:24 A, 34841 Maltepe/İstanbul, Türkiye","Maltepe","TR",,"0x14cac6f2bc44ac05:0xa614d95d28ac1bf8","/g/11cs3b1k1h","40.9483692","29.1147915","Mustafa Kemâl Atatürk Cd No:24 A","+905377071126","0537 707 11 26","ChIJBaxEvPLGyhQR-BusKF3ZFKY","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am",,"Tuesday",,"8pm","Monday","9am","8pm","Sunday","9am","8pm","Saturday","9am","34841","43","İstanbul","Mustafa Kemâl Atatürk Cd No:24 A","Güney Bayan Kuaförü ve Güzellik Salonu (Küçükyalı)","4.6",
"Turkana Beauty Center / Yeşilköy, Yeşilköy mah.Yeşil Yalı sk A-B, Yeşilköy, 1 İç kapı no 2 No 6, 34149 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14caa3bb420dd103:0x627b944526a8d420","/g/11q8423wx_","40.9586414","28.8235546","Yeşilköy mah.Yeşil Yalı sk A-B, 1 İç kapı no 2 No 6","+905538121410","0553 812 14 10","ChIJA9ENQrujyhQRINSoJkWUe2I","7pm","Saturday","9am","7pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34149",,"İstanbul","Yeşilköy mah.Yeşil Yalı sk A-B, 1 İç kapı no 2 No 6","Turkana Beauty Center / Yeşilköy",,
"Salon adem temel, Yeşilköy, Teyyareci Nuri Sk. No:7/A, 34149 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14caa3634f6a0bf5:0xa55a1281290a9f1a","/g/11p5_8pv2_","40.9589674","28.8311561","Teyyareci Nuri Sk. No:7/A","+905525711818","0552 571 18 18","ChIJ9QtqT2OjyhQRGp8KKYESWqU","8am","Saturday","12","8am","Saturday","12",,,,,,,,,,,,,,,,,,,"34149",,"İstanbul","Teyyareci Nuri Sk. No:7/A","Salon adem temel",,
"Dr. Deniz Eskiçakıt Medikal Estetik Kliniği, Yeşilköy, Serbesti Cd. No:62/2, 34149 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14caa3b829991d79:0x57df9909ae6edec7","/g/11m_7m43nl","40.9593681","28.8348052","Serbesti Cd. No:62/2","+905326807080","0532 680 70 80","ChIJeR2ZKbijyhQRx95urgmZ31c","6pm","Saturday","9am","6pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34149",,"İstanbul","Serbesti Cd. No:62/2","Dr. Deniz Eskiçakıt Medikal Estetik Kliniği",,
